UNITID,CIPCODE
101028,24.0102
101028,43.0107
101028,43.0107
101028,43.0202
101028,43.0202
101028,43.9999
101028,50.0401
101028,50.0401
101028,50.0902
101028,51.0801
101028,51.0801
101028,51.0904
101028,51.3801
101028,51.3901
101028,52.0201
101028,52.0301
101028,52.0401
101028,52.0401
101028,52.0401
101073,13.1202
101073,13.1209
101073,13.121
101073,24.0101
101073,24.0199
101073,30.1701
101073,43.0104
101073,52.0201
101073,52.0213
101073,52.0299
101073,52.1201
101116,9.09
101116,9.0902
101116,11.0401
101116,11.0401
101116,11.0401
101116,11.1001
101116,22.0302
101116,22.0302
101116,39.0602
101116,42.0101
101116,43.0103
101116,43.0103
101116,43.0103
101116,43.0107
101116,44.0401
101116,51.0001
101116,51.0701
101116,51.0701
101116,51.0705
101116,51.0801
101116,51.0806
101116,51.1199
101116,51.1508
101116,51.3801
101116,51.3801
101116,51.3803
101116,51.3803
101116,51.3805
101116,51.3805
101116,51.3817
101116,51.3817
101116,52.0101
101116,52.0201
101116,52.0201
101116,52.0201
101116,52.0213
101116,52.0301
101143,11.0101
101143,11.0101
101143,11.0101
101143,11.0803
101143,15.1202
101143,19.0708
101143,19.0708
101143,22.0302
101143,24.0101
101143,24.0102
101143,47.0607
101143,47.0607
101143,47.0607
101143,47.0608
101143,47.0608
101143,47.0609
101143,47.0609
101143,47.0609
101143,51.0707
101143,51.0904
101143,51.0904
101143,51.0904
101143,52.0201
101143,52.0201
101143,52.0401
101143,52.0401
101161,1.0605
101161,1.0605
101161,10.0304
101161,11.0101
101161,11.0101
101161,11.0101
101161,15.0803
101161,15.1202
101161,19.0708
101161,22.0302
101161,24.0101
101161,24.0102
101161,31.0301
101161,31.0301
101161,46.0499
101161,47.0303
101161,47.0303
101161,47.9999
101161,48.0508
101161,50.0402
101161,50.0402
101161,50.0402
101161,51.0601
101161,51.0601
101161,51.0808
101161,51.0904
101161,51.0904
101161,51.0904
101161,51.0909
101161,51.0909
101161,51.3801
101161,51.3901
101161,52.0201
101161,52.0401
101161,52.0901
101161,52.0901
101161,52.0901
101161,52.1501
101189,11.0101
101189,11.0104
101189,11.0701
101189,13.1202
101189,13.1202
101189,13.1305
101189,13.1311
101189,13.1311
101189,13.1314
101189,13.1314
101189,13.1322
101189,13.1322
101189,13.1324
101189,13.1328
101189,22
101189,22
101189,22.0101
101189,22.9999
101189,22.9999
101189,23.0101
101189,23.9999
101189,24.0101
101189,24.0101
101189,24.0103
101189,24.0103
101189,26.0101
101189,26.0101
101189,27.0101
101189,30.2801
101189,31.0504
101189,39.0201
101189,39.0201
101189,39.0201
101189,39.0201
101189,39.0601
101189,39.0699
101189,39.0702
101189,42.0101
101189,42.2801
101189,42.2803
101189,43.0103
101189,43.0104
101189,43.0104
101189,43.0111
101189,45.0101
101189,50.0501
101189,50.0502
101189,50.0901
101189,51.1102
101189,51.1103
101189,51.1104
101189,51.1109
101189,51.1508
101189,51.1508
101189,52.0201
101189,52.0301
101189,52.1001
101189,52.1301
101189,52.1301
101189,54.0101
101240,1.0303
101240,9.9999
101240,11.0101
101240,11.0101
101240,11.0101
101240,12.0401
101240,12.0401
101240,15.0201
101240,15.0201
101240,15.0201
101240,15.0303
101240,15.0303
101240,15.0303
101240,15.0501
101240,15.0501
101240,15.0501
101240,15.0613
101240,15.0613
101240,15.0613
101240,15.1301
101240,15.1301
101240,15.1301
101240,19.0708
101240,19.0708
101240,22.0302
101240,22.0303
101240,22.0303
101240,24.0101
101240,24.0102
101240,46.0101
101240,46.0101
101240,46.0201
101240,46.0302
101240,47.0303
101240,47.0303
101240,47.0303
101240,47.0603
101240,47.0603
101240,47.0604
101240,47.0604
101240,47.0605
101240,48.0507
101240,48.0507
101240,48.0507
101240,48.0508
101240,48.0508
101240,51.0904
101240,51.0909
101240,51.0911
101240,51.1004
101240,51.1501
101240,51.3501
101240,51.3801
101240,51.3901
101240,51.3902
101240,52.0302
101240,52.0302
101240,52.0401
101240,52.0401
101240,52.0401
101240,52.0408
101240,52.1801
101277,12.0401
101277,12.0413
101286,11.0101
101286,11.0101
101286,12.0401
101286,12.0401
101286,15.0501
101286,15.0501
101286,15.0803
101286,15.0803
101286,15.1301
101286,15.1301
101286,15.1301
101286,19.0708
101286,19.0708
101286,19.0708
101286,24.0101
101286,24.0102
101286,41.0205
101286,43.0107
101286,46.0101
101286,46.0302
101286,46.0302
101286,46.0302
101286,46.0503
101286,46.0503
101286,47.0105
101286,47.0105
101286,47.0105
101286,47.0303
101286,47.0303
101286,47.0303
101286,47.0603
101286,47.0603
101286,47.0606
101286,48.0507
101286,48.0507
101286,48.0508
101286,48.0508
101286,48.0703
101286,48.0703
101286,51.0801
101286,51.0801
101286,51.0806
101286,51.0812
101286,51.0904
101286,51.0904
101286,51.0904
101286,51.0907
101286,51.0908
101286,51.0911
101286,51.3801
101286,51.3901
101286,52.0401
101286,52.0401
101295,1.0301
101295,1.0301
101295,11.0101
101295,12.0401
101295,12.0503
101295,12.0503
101295,15
101295,15
101295,15.0613
101295,15.0613
101295,15.1301
101295,15.1301
101295,19.0708
101295,19.0708
101295,22.0302
101295,24.0101
101295,24.0102
101295,30.9999
101295,43.0107
101295,47
101295,47.0105
101295,47.0105
101295,47.0201
101295,47.0603
101295,47.0604
101295,47.0605
101295,48.0303
101295,48.0501
101295,48.0507
101295,48.0507
101295,48.0507
101295,48.0508
101295,48.0599
101295,49.0102
101295,49.0102
101295,50.0401
101295,51.0601
101295,51.0601
101295,51.0602
101295,51.0707
101295,51.0707
101295,51.0707
101295,51.0708
101295,51.0801
101295,51.0803
101295,51.0805
101295,51.0806
101295,51.0903
101295,51.0903
101295,51.0904
101295,51.0904
101295,51.0904
101295,51.0908
101295,51.091
101295,51.0911
101295,51.0999
101295,51.1004
101295,51.1501
101295,51.1501
101295,51.3501
101295,51.3801
101295,51.3901
101295,51.3902
101295,52.0101
101295,52.0201
101295,52.0204
101295,52.0302
101295,52.0401
101295,52.0401
101301,11.0101
101301,11.0101
101301,12.0401
101301,12.0499
101301,15.1301
101301,15.1301
101301,24.0101
101301,24.0102
101301,43.0107
101301,46.0101
101301,46.0101
101301,46.0302
101301,46.0302
101301,47.0303
101301,47.0303
101301,47.0303
101301,48.0508
101301,51.3801
101301,51.3901
101301,51.3902
101301,52.0201
101301,52.0401
101301,52.0401
101301,52.0401
101365,11.0201
101365,11.0201
101365,11.0901
101365,11.0901
101365,11.0901
101365,11.1001
101365,15.0399
101365,15.1202
101365,15.9999
101365,22.0302
101365,22.0302
101365,43.0104
101365,43.0104
101365,43.0399
101365,50.0409
101365,50.0409
101365,51.0701
101365,51.0701
101365,51.0705
101365,51.0705
101365,51.0706
101365,51.0706
101365,51.0713
101365,51.0713
101365,51.0904
101365,51.0904
101365,51.0904
101365,51.3801
101365,51.3801
101365,51.3801
101365,51.3999
101365,52.0201
101365,52.0201
101365,52.0205
101365,52.0299
101365,52.0301
101365,52.0301
101365,52.0302
101435,9.0101
101435,13.1202
101435,13.1305
101435,13.1312
101435,13.1314
101435,13.1322
101435,13.1328
101435,23.0101
101435,26.0101
101435,26.0202
101435,26.0407
101435,27.0101
101435,31.0504
101435,31.0505
101435,38.0201
101435,38.0201
101435,39.0401
101435,39.0702
101435,39.0702
101435,40.0501
101435,42.0101
101435,42.0101
101435,45.1001
101435,50.0702
101435,50.0799
101435,50.0903
101435,51.0913
101435,52.0101
101435,52.0201
101435,52.0299
101435,52.0301
101435,54.0101
101435,54.0101
101453,39.0201
101453,39.0201
101453,39.0201
101453,39.0602
101462,11.0101
101462,11.0101
101462,12.0401
101462,12.0402
101462,12.0412
101462,12.0412
101462,12.0499
101462,12.0503
101462,12.0503
101462,15.0303
101462,15.0501
101462,15.0501
101462,15.0803
101462,15.0803
101462,15.1301
101462,15.1301
101462,15.1301
101462,24.0101
101462,24.0102
101462,46.0302
101462,47.0105
101462,47.0105
101462,47.0303
101462,47.0303
101462,47.0604
101462,48.0507
101462,48.0507
101462,48.0508
101462,48.0508
101462,51.0801
101462,51.3901
101462,51.3902
101462,52.0201
101462,52.0201
101462,52.0302
101462,52.0302
101462,52.0302
101462,52.0401
101462,52.0401
101462,52.0401
101471,1.0601
101471,12.0401
101471,12.0402
101471,12.0402
101471,15.1301
101471,15.1301
101471,15.1301
101471,46.0101
101471,46.0101
101471,46.0201
101471,46.0302
101471,46.0302
101471,46.0503
101471,46.0503
101471,47.0105
101471,47.0201
101471,47.0201
101471,47.0201
101471,47.0603
101471,47.0603
101471,47.0604
101471,47.0604
101471,47.0605
101471,47.0605
101471,48.0303
101471,48.0303
101471,48.0508
101471,48.0508
101471,48.0702
101471,48.0702
101471,48.0703
101471,48.0703
101471,52.0401
101471,52.0401
101471,52.0401
101480,9.01
101480,9.01
101480,9.0701
101480,9.0701
101480,11.0101
101480,11.0101
101480,11.0101
101480,13.0101
101480,13.0401
101480,13.0401
101480,13.0501
101480,13.1001
101480,13.1001
101480,13.1101
101480,13.1101
101480,13.1202
101480,13.1202
101480,13.1205
101480,13.1205
101480,13.1205
101480,13.121
101480,13.121
101480,13.1307
101480,13.1314
101480,13.1314
101480,13.1315
101480,13.1317
101480,13.1317
101480,15.0303
101480,15.0303
101480,15.0613
101480,15.0613
101480,15.0701
101480,15.0701
101480,15.9999
101480,15.9999
101480,15.9999
101480,16.0101
101480,16.0101
101480,19.0101
101480,19.0101
101480,23.0101
101480,23.0101
101480,23.0101
101480,24.0101
101480,24.0101
101480,26.0101
101480,26.0101
101480,26.0101
101480,27.0101
101480,27.0101
101480,27.0101
101480,31.0101
101480,31.0504
101480,40.0501
101480,40.0501
101480,42.0101
101480,42.0101
101480,42.0101
101480,43.0104
101480,43.0104
101480,43.0104
101480,44.0401
101480,44.0701
101480,44.9999
101480,44.9999
101480,44.9999
101480,44.9999
101480,44.9999
101480,45.0601
101480,45.0601
101480,45.0701
101480,45.0701
101480,45.1001
101480,45.1001
101480,45.1001
101480,45.1101
101480,45.1101
101480,50.0401
101480,50.0501
101480,50.0501
101480,50.0701
101480,50.0901
101480,50.0901
101480,51.0001
101480,51.0001
101480,51.3801
101480,51.3811
101480,51.3811
101480,52.0201
101480,52.0201
101480,52.0201
101480,52.0301
101480,52.0301
101480,52.0801
101480,52.0801
101480,52.1401
101480,54.0101
101480,54.0101
101480,54.0101
101499,1.0601
101499,12.0402
101499,15.0501
101499,15.0612
101499,15.1301
101499,15.1301
101499,15.1301
101499,19.0505
101499,19.0505
101499,24.0101
101499,24.0102
101499,41.0301
101499,43.0202
101499,46.0101
101499,46.0201
101499,46.0302
101499,47.0101
101499,47.0402
101499,47.0403
101499,47.0603
101499,47.0603
